country,year,num,iso_alpha
Serbia,01-11-2019,1,SRB
Serbia,01-12-2019,0,SRB
Slovakia,01-1-2019,0,SVK
Slovakia,01-2-2019,1,SVK
Slovakia,01-3-2019,1,SVK
Slovakia,01-4-2019,0,SVK
Slovakia,01-5-2019,2,SVK
Slovakia,01-6-2019,2,SVK
Slovakia,01-7-2019,1,SVK
Slovakia,01-8-2019,1,SVK
Slovakia,01-9-2019,0,SVK
Slovakia,01-10-2019,0,SVK
Slovakia,01-11-2019,1,SVK
Slovakia,01-12-2019,0,SVK
Slovenia,01-1-2019,0,SVN
Slovenia,01-2-2019,0,SVN
Slovenia,01-3-2019,0,SVN
Slovenia,01-4-2019,1,SVN
Slovenia,01-5-2019,0,SVN
Slovenia,01-6-2019,1,SVN
Slovenia,01-7-2019,0,SVN
Slovenia,01-8-2019,0,SVN
Slovenia,01-9-2019,0,SVN
Slovenia,01-10-2019,0,SVN
Slovenia,01-11-2019,0,SVN
Slovenia,01-12-2019,1,SVN
Sweden,01-1-2019,7,SWE
Sweden,01-2-2019,4,SWE
Sweden,01-3-2019,3,SWE
Sweden,01-4-2019,3,SWE
Sweden,01-5-2019,4,SWE
Sweden,01-6-2019,5,SWE
Sweden,01-7-2019,2,SWE
Sweden,01-8-2019,4,SWE
Sweden,01-9-2019,2,SWE
Sweden,01-10-2019,3,SWE
Sweden,01-11-2019,0,SWE
Sweden,01-12-2019,2,SWE
Thailand,01-1-2019,3,THA
Thailand,01-2-2019,1,THA
Thailand,01-3-2019,0,THA
Thailand,01-4-2019,3,THA
Thailand,01-5-2019,1,THA
Thailand,01-6-2019,0,THA
Thailand,01-7-2019,1,THA
Thailand,01-8-2019,2,THA
Thailand,01-9-2019,0,THA
Thailand,01-10-2019,0,THA
Thailand,01-11-2019,3,THA
Thailand,01-12-2019,1,THA
Tunisia,01-1-2019,0,TUN
Tunisia,01-2-2019,0,TUN
Tunisia,01-3-2019,0,TUN
Tunisia,01-4-2019,0,TUN
Tunisia,01-5-2019,0,TUN
Tunisia,01-6-2019,0,TUN
Tunisia,01-7-2019,0,TUN
Tunisia,01-8-2019,1,TUN
Tunisia,01-9-2019,0,TUN
Tunisia,01-10-2019,0,TUN
Tunisia,01-11-2019,0,TUN
Tunisia,01-12-2019,0,TUN
Turkey,01-1-2019,3,TUR
Turkey,01-2-2019,3,TUR
Turkey,01-3-2019,2,TUR
Turkey,01-4-2019,6,TUR
Turkey,01-5-2019,4,TUR
Turkey,01-6-2019,6,TUR
Turkey,01-7-2019,4,TUR
Turkey,01-8-2019,1,TUR
Turkey,01-9-2019,2,TUR
Turkey,01-10-2019,3,TUR
Turkey,01-11-2019,6,TUR
Turkey,01-12-2019,4,TUR
"Taiwan, Province of China",01-1-2019,10,TWN
"Taiwan, Province of China",01-2-2019,9,TWN
"Taiwan, Province of China",01-3-2019,6,TWN
"Taiwan, Province of China",01-4-2019,10,TWN
"Taiwan, Province of China",01-5-2019,9,TWN
"Taiwan, Province of China",01-6-2019,8,TWN
"Taiwan, Province of China",01-7-2019,4,TWN
"Taiwan, Province of China",01-8-2019,3,TWN
"Taiwan, Province of China",01-9-2019,5,TWN
"Taiwan, Province of China",01-10-2019,3,TWN
"Taiwan, Province of China",01-11-2019,5,TWN
"Taiwan, Province of China",01-12-2019,4,TWN
"Tanzania, United Republic of",01-1-2019,0,TZA
"Tanzania, United Republic of",01-2-2019,0,TZA
"Tanzania, United Republic of",01-3-2019,0,TZA
"Tanzania, United Republic of",01-4-2019,0,TZA
"Tanzania, United Republic of",01-5-2019,0,TZA
"Tanzania, United Republic of",01-6-2019,0,TZA
"Tanzania, United Republic of",01-7-2019,1,TZA
"Tanzania, United Republic of",01-8-2019,0,TZA
"Tanzania, United Republic of",01-9-2019,1,TZA
"Tanzania, United Republic of",01-10-2019,0,TZA
"Tanzania, United Republic of",01-11-2019,0,TZA
"Tanzania, United Republic of",01-12-2019,0,TZA
Uganda,01-1-2019,0,UGA
Uganda,01-2-2019,0,UGA
Uganda,01-3-2019,0,UGA
Uganda,01-4-2019,0,UGA
Uganda,01-5-2019,0,UGA
Uganda,01-6-2019,0,UGA
Uganda,01-7-2019,1,UGA
Uganda,01-8-2019,0,UGA
Uganda,01-9-2019,1,UGA
Uganda,01-10-2019,0,UGA
Uganda,01-11-2019,0,UGA
Uganda,01-12-2019,0,UGA
Ukraine,01-1-2019,2,UKR
Ukraine,01-2-2019,1,UKR
Ukraine,01-3-2019,4,UKR
Ukraine,01-4-2019,1,UKR
Ukraine,01-5-2019,1,UKR
Ukraine,01-6-2019,6,UKR
Ukraine,01-7-2019,1,UKR
Ukraine,01-8-2019,1,UKR
Ukraine,01-9-2019,0,UKR
Ukraine,01-10-2019,0,UKR
Ukraine,01-11-2019,3,UKR
Ukraine,01-12-2019,4,UKR
United States,01-1-2019,112,USA
United States,01-2-2019,78,USA
United States,01-3-2019,99,USA
United States,01-4-2019,94,USA
United States,01-5-2019,120,USA
United States,01-6-2019,97,USA
United States,01-7-2019,112,USA
United States,01-8-2019,77,USA
United States,01-9-2019,95,USA
United States,01-10-2019,105,USA
United States,01-11-2019,90,USA
United States,01-12-2019,109,USA
South Africa,01-1-2019,2,ZAF
South Africa,01-2-2019,2,ZAF
South Africa,01-3-2019,0,ZAF
South Africa,01-4-2019,1,ZAF
South Africa,01-5-2019,1,ZAF
South Africa,01-6-2019,0,ZAF
South Africa,01-7-2019,2,ZAF
South Africa,01-8-2019,0,ZAF
South Africa,01-9-2019,0,ZAF
South Africa,01-10-2019,0,ZAF
South Africa,01-11-2019,1,ZAF
South Africa,01-12-2019,0,ZAF
Zimbabwe,01-1-2019,0,ZWE
Zimbabwe,01-2-2019,0,ZWE
Zimbabwe,01-3-2019,0,ZWE
Zimbabwe,01-4-2019,0,ZWE
Zimbabwe,01-5-2019,0,ZWE
Zimbabwe,01-6-2019,0,ZWE
Zimbabwe,01-7-2019,1,ZWE
Zimbabwe,01-8-2019,0,ZWE
Zimbabwe,01-9-2019,1,ZWE
Zimbabwe,01-10-2019,0,ZWE
Zimbabwe,01-11-2019,0,ZWE
Zimbabwe,01-12-2019,0,ZWE
